id,location,site,zone,level,latitude,longitude,transect,kelp_density,genus_species,total_length,abundance,a_tl2tw,b_tl2tw,nt,lm,lmax,record,year,class,order,family,genus,kelp_abundance,body_shape,demers_pelag,price_categ,usedas_bait,aquarium,importance,comments
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Sebastes atrovirens,20,1,NA,NA,NA,NA,NA,1172,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Sebastes auriculatus,20,1,NA,NA,NA,31,56,1173,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,demersal,medium,occasionally,public aquariums,minor commercial,"A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Sebastes mystinus,10,2,NA,NA,NA,NA,NA,1174,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,reef-associated,medium,never/rarely,public aquariums,NA,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850)."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Sebastes mystinus,15,1,NA,NA,NA,NA,NA,1175,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,reef-associated,medium,never/rarely,public aquariums,NA,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850)."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Sebastes serriceps,10,3,NA,NA,NA,NA,NA,1176,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Occur in rocky areas, usually in crevices (Ref. 2850).  Territorial (Ref. 2850).  Viviparous (Ref. 34817)."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Semicossyphus pulcher,10,1,0.0289,3,3.6,NA,91,1177,2013,Actinopteri,Eupercaria/misc,Labridae,Semicossyphus,12,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
2013-ITSE-S-Bottom-3,ITSE,S,Exposed,Bottom,31.797257,-116.800004,3,0.2,Semicossyphus pulcher,20,1,0.0289,3,3.6,NA,91,1178,2013,Actinopteri,Eupercaria/misc,Labridae,Semicossyphus,12,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Chromis punctipinnis,15,90,NA,NA,2.7,NA,NA,1179,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Chromis,24,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Chromis punctipinnis,20,1,NA,NA,2.7,NA,NA,1180,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Chromis,24,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Oxyjulis californica,5,15,NA,NA,3.1,NA,25,1181,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,24,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Oxyjulis californica,15,50,NA,NA,3.1,NA,25,1182,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,24,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Oxyjulis californica,20,2,NA,NA,3.1,NA,25,1183,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,24,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Paralabrax clathratus,15,2,0.00273,3.27,3.93,NA,72,1184,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,24,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Rhacochilus vacca,20,23,NA,NA,NA,NA,52.71820806,1185,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,24,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Sebastes atrovirens,20,1,NA,NA,NA,NA,NA,1186,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,24,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Midwater-1,ITSE,S,Exposed,Midwater,31.797257,-116.800004,1,0.4,Sebastes serranoides,10,2,NA,NA,4.15,34.25,61,1187,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,24,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Midwater-2,ITSE,S,Exposed,Midwater,31.797257,-116.800004,2,0.15,Oxyjulis californica,15,30,NA,NA,3.1,NA,25,1188,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,9,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ITSE-S-Midwater-2,ITSE,S,Exposed,Midwater,31.797257,-116.800004,2,0.15,Sebastes serranoides,10,1,NA,NA,4.15,34.25,61,1189,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,9,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Midwater-3,ITSE,S,Exposed,Midwater,31.797257,-116.800004,3,0.2,Oxyjulis californica,15,5,NA,NA,3.1,NA,25,1190,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,12,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ITSE-S-Midwater-3,ITSE,S,Exposed,Midwater,31.797257,-116.800004,3,0.2,Sebastes atrovirens,20,2,NA,NA,NA,NA,NA,1191,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Midwater-3,ITSE,S,Exposed,Midwater,31.797257,-116.800004,3,0.2,Sebastes serranoides,10,8,NA,NA,4.15,34.25,61,1192,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-S-Midwater-3,ITSE,S,Exposed,Midwater,31.797257,-116.800004,3,0.2,Sebastes serranoides,25,6,NA,NA,4.15,34.25,61,1193,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,12,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-N-Bottom-0,ITSE,N,Exposed,Bottom,31.797257,-116.800004,0,NA,Artedius corallinus,NA,1,NA,NA,NA,NA,NA,1194,2013,Actinopteri,Perciformes/Cottoidei,Cottidae,Artedius,NA,elongated,demersal,low,NA,NA,NA,"Occurs in rocky areas, intertidal and to 21 m depth."
2013-ITSE-N-Bottom-0,ITSE,N,Exposed,Bottom,31.797257,-116.800004,0,NA,Atherinops affinis,NA,1,NA,NA,NA,NA,NA,1195,2013,Actinopteri,Atheriniformes,Atherinopsidae,Atherinops,NA,elongated,pelagic-neritic,unknown,never/rarely,never/rarely,commercial,"Common in bays, muddy and rocky areas and kelp beds, also in estuaries (Ref. 36497).  Form schools.  Adults feed on zooplankton (Ref. 9273), while juveniles feed on algae and kelp fly larvae (Ref. 4930).  Demersal spawner in nearshore habitats (Ref. 56049).  Oviparous, with planktonic, primarily neustonic larvae (Ref. 36497).  Eggs are attached to spawning substrate and to one another by adhesive filaments (Ref. 36497)."
2013-ITSE-N-Bottom-0,ITSE,N,Exposed,Bottom,31.797257,-116.800004,0,NA,Chromis punctipinnis,NA,1,NA,NA,2.7,NA,NA,1196,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Chromis,NA,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
2013-ITSE-N-Bottom-0,ITSE,N,Exposed,Bottom,31.797257,-116.800004,0,NA,Girella nigricans,NA,1,0.00877777,3.36,2.8,NA,66,1197,2013,Actinopteri,Centrarchiformes,Girellidae,Girella,NA,short and / or deep,benthopelagic,medium,never/rarely,never/rarely,commercial,"A resident intertidal species with homing behavior (Ref. 32612).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Also found near or over rocks and in kelp beds up to about 30 m depth.  Feed mainly on seaweed, occasionally takes invertebrates.  Form dense schools in spring in kelp beds.  Pelagic spawner (Ref. 56049).  Breathe air when out of water (Ref. 31184).  Considered an important game fish and may incidentally be caught in commercial fishing activities (Ref. 9310).  Marketed fresh (Ref. 9310)."
2013-ITSE-N-Bottom-0,ITSE,N,Exposed,Bottom,31.797257,-116.800004,0,NA,Paralabrax clathratus,NA,1,0.00273,3.27,3.93,NA,72,1198,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,NA,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Atherinopsis californiensis,NA,1,NA,NA,NA,NA,NA,1199,2013,Actinopteri,Atheriniformes,Atherinopsidae,Atherinopsis,NA,elongated,pelagic-neritic,unknown,never/rarely,never/rarely,commercial,"Adults inhabit inshore areas, including bays (Ref. 2850).  Form schools (Ref. 2850).  Demersal spawners in nearshore habitats (Ref. 56049).  Oviparous, with planktonic, primarily neustonic larvae (Ref. 36497).  Eggs are attached to one another by spawning substrate via adhesive filaments (Ref. 36497).  Sold fresh (Ref. 2850)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Medialuna californiensis,NA,1,NA,NA,NA,NA,NA,1200,2013,Actinopteri,Centrarchiformes,Scorpididae,Medialuna,NA,fusiform / normal,demersal,unknown,NA,NA,NA,Often occur in rocky areas and in kelp beds.  Found from inshore areas to 40 m depth.  Feed on seaweed and small invertebrates.  Pelagic spawner (Ref. 56049).  Also caught with harpoons.  The flesh is of excellent quality and is marketed fresh (Ref. 9310).
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Ophiodon elongatus,NA,1,0.0133,3,4.3,50,152,1201,2013,Actinopteri,Perciformes/Cottoidei,Hexagrammidae,Ophiodon,NA,elongated,demersal,low,never/rarely,never/rarely,commercial,"Ranges from the intertidal to 475 m depth (Ref. 6793).  Adults are found near rocks, inshore and to 427 m (Ref. 2850).  Young occur on sand or mud bottom of bays and inshore areas (Ref. 2850).  Both migratory and non-migratory populations exist (Ref. 6885).  Adults feed mostly on other fishes but also take crustaceans, octopi and squid (Ref. 4925).  Young feed on copepods and other small crustaceans (Ref. 6885).  A very important sport and commercial species (Ref. 2850).  The liver is rich in vitamin A (Ref. 6885).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Has sharp teeth and gill rakers that can cut fingers if handled."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Rhacochilus vacca,NA,1,NA,NA,NA,NA,52.71820806,1202,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,NA,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Rhinogobiops nicholsii,NA,1,NA,NA,NA,NA,NA,1203,2013,Actinopteri,Gobiiformes,Gobiidae,Rhinogobiops,NA,fusiform / normal,demersal,very high,never/rarely,public aquariums,NA,Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079).
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes carnatus,NA,1,0.0269,3,NA,17,39,1204,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes caurinus,NA,1,NA,NA,NA,NA,NA,1205,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,demersal,medium,never/rarely,public aquariums,minor commercial,"Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes serranoides,NA,1,NA,NA,4.15,34.25,61,1206,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ITSE-N-Midwater-0,ITSE,N,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes serriceps,NA,1,NA,NA,NA,NA,NA,1207,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Occur in rocky areas, usually in crevices (Ref. 2850).  Territorial (Ref. 2850).  Viviparous (Ref. 34817)."
2013-ITSE-S-Bottom-0,ITSE,S,Exposed,Bottom,31.797257,-116.800004,0,NA,Atherinops affinis,NA,1,NA,NA,NA,NA,NA,1208,2013,Actinopteri,Atheriniformes,Atherinopsidae,Atherinops,NA,elongated,pelagic-neritic,unknown,never/rarely,never/rarely,commercial,"Common in bays, muddy and rocky areas and kelp beds, also in estuaries (Ref. 36497).  Form schools.  Adults feed on zooplankton (Ref. 9273), while juveniles feed on algae and kelp fly larvae (Ref. 4930).  Demersal spawner in nearshore habitats (Ref. 56049).  Oviparous, with planktonic, primarily neustonic larvae (Ref. 36497).  Eggs are attached to spawning substrate and to one another by adhesive filaments (Ref. 36497)."
2013-ITSE-S-Midwater-0,ITSE,S,Exposed,Midwater,31.797257,-116.800004,0,NA,Phanerodon furcatus,NA,1,NA,NA,NA,NA,NA,1209,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Phanerodon,NA,fusiform / normal,demersal,unknown,never/rarely,never/rarely,minor commercial,"Adults often occur near piers, docks, in bays and sandy areas, but usually in quiet water and offshore areas near rocks (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSE-S-Midwater-0,ITSE,S,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes caurinus,NA,1,NA,NA,NA,NA,NA,1210,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,demersal,medium,never/rarely,public aquariums,minor commercial,"Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436)."
2013-ITSE-S-Midwater-0,ITSE,S,Exposed,Midwater,31.797257,-116.800004,0,NA,Sebastes mystinus,NA,1,NA,NA,NA,NA,NA,1211,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,NA,fusiform / normal,reef-associated,medium,never/rarely,public aquariums,NA,"May be found near the surface or off the bottom, generally over shallow reefs, but also around kelp and over deep reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Form schools, sometimes with other rockfishes (Ref. 2850).  Feed mainly on krill (Ref. 2850), but also on tunicates, jellyfishes and fishes (Ref. 6885).  Viviparous, with planktonic larvae (Ref. 36715).  Young are important prey for fishes and other marine vertebrates (Ref. 2850)."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Chromis punctipinnis,5,50,NA,NA,2.7,NA,NA,1212,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Chromis,39,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Chromis punctipinnis,15,35,NA,NA,2.7,NA,NA,1213,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Chromis,39,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Embiotoca jacksoni,15,1,NA,NA,3.3,NA,39,1214,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,39,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Embiotoca jacksoni,20,5,NA,NA,3.3,NA,39,1215,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,39,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Embiotoca lateralis,15,2,NA,NA,NA,NA,NA,1216,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,39,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
2013-ITSP-N-Bottom-1,ITSP,N,Protected,Bottom,31.80796,-116.798563,1,0.65,Embiotoca lateralis,20,1,NA,NA,NA,NA,NA,1217,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,39,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
