id,location,site,zone,level,latitude,longitude,transect,kelp_density,genus_species,total_length,abundance,a_tl2tw,b_tl2tw,nt,lm,lmax,record,year,class,order,family,genus,kelp_abundance,body_shape,demers_pelag,price_categ,usedas_bait,aquarium,importance,comments
2013-ERE-N-Midwater-3,ERE,N,NA,Midwater,31.258831,-116.401248,3,0.383333333,Brachyistius frenatus,10,1,NA,NA,NA,NA,NA,277,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Brachyistius,23,fusiform / normal,demersal,unknown,never/rarely,public aquariums,NA,"Found among giant kelp, usually up in kelp canopy.  Feed on small crustaceans, especially ones that live on kelp.  Also a cleaner which picks external parasites from other fishes.  Usually occur in large aggregations in summer (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-N-Midwater-3,ERE,N,NA,Midwater,31.258831,-116.401248,3,0.383333333,Brachyistius frenatus,15,1,NA,NA,NA,NA,NA,278,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Brachyistius,23,fusiform / normal,demersal,unknown,never/rarely,public aquariums,NA,"Found among giant kelp, usually up in kelp canopy.  Feed on small crustaceans, especially ones that live on kelp.  Also a cleaner which picks external parasites from other fishes.  Usually occur in large aggregations in summer (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-N-Midwater-3,ERE,N,NA,Midwater,31.258831,-116.401248,3,0.383333333,Oxyjulis californica,10,11,NA,NA,3.1,NA,25,279,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,23,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Embiotoca jacksoni,20,3,NA,NA,3.3,NA,39,280,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,22,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Embiotoca jacksoni,30,1,NA,NA,3.3,NA,39,281,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,22,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Embiotoca lateralis,20,1,NA,NA,NA,NA,NA,282,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,22,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Hypsurus caryi,10,1,NA,NA,NA,NA,NA,283,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Hypsurus,22,short and / or deep,demersal,unknown,NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Hypsurus caryi,20,1,NA,NA,NA,NA,NA,284,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Hypsurus,22,short and / or deep,demersal,unknown,NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Paralabrax clathratus,15,1,0.00273,3.27,3.93,NA,72,285,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,22,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Paralabrax clathratus,20,2,0.00273,3.27,3.93,NA,72,286,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,22,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Paralabrax clathratus,25,1,0.00273,3.27,3.93,NA,72,287,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,22,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Paralabrax clathratus,30,3,0.00273,3.27,3.93,NA,72,288,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,22,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Rhacochilus vacca,15,3,NA,NA,NA,NA,52.71820806,289,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,22,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Sebastes atrovirens,25,1,NA,NA,NA,NA,NA,290,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,22,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Sebastes auriculatus,20,2,NA,NA,NA,31,56,291,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,22,fusiform / normal,demersal,medium,occasionally,public aquariums,minor commercial,"A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Sebastes auriculatus,30,1,NA,NA,NA,31,56,292,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,22,fusiform / normal,demersal,medium,occasionally,public aquariums,minor commercial,"A sedentary rockfish found in shallow water and bays (Ref. 2850), among sheltering weed-covered rocks or around pilings (Ref. 27436).  Viviparous, with planktonic larvae and pelagic juveniles (Ref. 36715).  Fin spines are sharp and mildly venomous and can cause annoying wounds (Ref. 27436).  Small live specimens make excellent bait for large lingcod (Ref. 27436).  Flesh is firm and tasty, but rarely found in markets (Ref. 26346)."
2013-ERE-S-Bottom-1,ERE,S,NA,Bottom,31.258831,-116.401248,1,0.366666667,Sebastes caurinus,15,1,NA,NA,NA,NA,NA,293,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,22,fusiform / normal,demersal,medium,never/rarely,public aquariums,minor commercial,"Particularly abundant in shallow, protected bays and inlets, among rocks and kelp beds; also found around pilings and jetties or under floats (Ref. 27436).  Juveniles found in loose aggregations in shallow weedy bays, around wharfs, or among floating drift associated with summer tidelines (Ref. 27436).  Mainly a benthic feeder, may also take pelagic fishes (Ref. 27436).  Viviparous, with planktonic larvae (Ref. 36715).  Flesh is tasty, firm and flaky (Ref. 27436).  Sold mainly as fresh fillets or live in Chinese restaurants and fish markets; excellent for fish chips or for pan frying as fillets (Ref. 27436)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Embiotoca jacksoni,10,2,NA,NA,3.3,NA,39,294,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,33.00000001,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Embiotoca jacksoni,15,1,NA,NA,3.3,NA,39,295,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,33.00000001,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Embiotoca jacksoni,20,2,NA,NA,3.3,NA,39,296,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,33.00000001,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Embiotoca jacksoni,30,2,NA,NA,3.3,NA,39,297,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,33.00000001,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Embiotoca lateralis,15,2,NA,NA,NA,NA,NA,298,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,33.00000001,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky coasts and kelp beds, occasionally in sandy surf near rocks (Ref. 2850).  Feed on small crustaceans, worms, and mussels; occasionally on herring eggs (Ref. 4925).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Hypsypops rubicundus,10,1,0.020213841,3.0895,3.2,NA,NA,299,2013,Actinopteri,Ovalentaria/misc,Pomacentridae,Hypsypops,33.00000001,short and / or deep,reef-associated,unknown,never/rarely,never/rarely,NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Paralabrax clathratus,15,6,0.00273,3.27,3.93,NA,72,300,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,33.00000001,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Paralabrax clathratus,20,1,0.00273,3.27,3.93,NA,72,301,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,33.00000001,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Paralabrax clathratus,25,1,0.00273,3.27,3.93,NA,72,302,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,33.00000001,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Phanerodon furcatus,15,3,NA,NA,NA,NA,NA,303,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Phanerodon,33.00000001,fusiform / normal,demersal,unknown,never/rarely,never/rarely,minor commercial,"Adults often occur near piers, docks, in bays and sandy areas, but usually in quiet water and offshore areas near rocks (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Rhacochilus toxotes,15,2,NA,NA,NA,NA,NA,304,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,33.00000001,short and / or deep,demersal,unknown,never/rarely,never/rarely,commercial,"Adults usually found in rocky areas, also in kelp and near jetties and pilings (Ref. 2850). From Surf zone to 50 m (Ref. 96339). Often in schools (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Rhacochilus toxotes,20,2,NA,NA,NA,NA,NA,305,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,33.00000001,short and / or deep,demersal,unknown,never/rarely,never/rarely,commercial,"Adults usually found in rocky areas, also in kelp and near jetties and pilings (Ref. 2850). From Surf zone to 50 m (Ref. 96339). Often in schools (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Sebastes atrovirens,25,1,NA,NA,NA,NA,NA,306,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,33.00000001,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ERE-S-Bottom-2,ERE,S,NA,Bottom,31.258831,-116.401248,2,0.55,Sebastes atrovirens,30,1,NA,NA,NA,NA,NA,307,2013,Actinopteri,Perciformes/Scorpaenoidei,Sebastidae,Sebastes,33.00000001,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Embiotoca jacksoni,15,4,NA,NA,3.3,NA,39,308,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Embiotoca,23,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Hypsurus caryi,10,1,NA,NA,NA,NA,NA,309,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Hypsurus,23,short and / or deep,demersal,unknown,NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Oxyjulis californica,10,2,NA,NA,3.1,NA,25,310,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,23,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Paralabrax clathratus,15,1,0.00273,3.27,3.93,NA,72,311,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,23,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Paralabrax clathratus,20,1,0.00273,3.27,3.93,NA,72,312,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,23,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Phanerodon furcatus,15,3,NA,NA,NA,NA,NA,313,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Phanerodon,23,fusiform / normal,demersal,unknown,never/rarely,never/rarely,minor commercial,"Adults often occur near piers, docks, in bays and sandy areas, but usually in quiet water and offshore areas near rocks (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Phanerodon furcatus,20,1,NA,NA,NA,NA,NA,314,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Phanerodon,23,fusiform / normal,demersal,unknown,never/rarely,never/rarely,minor commercial,"Adults often occur near piers, docks, in bays and sandy areas, but usually in quiet water and offshore areas near rocks (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Rhacochilus vacca,15,1,NA,NA,NA,NA,52.71820806,315,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,23,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Rhacochilus vacca,20,1,NA,NA,NA,NA,52.71820806,316,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Rhacochilus,23,short and / or deep,demersal,unknown,never/rarely,public aquariums,commercial,"Adults occur in rocky shores, often around kelp, pilings and underwater structures (Ref. 2850).  Feed on hard-shelled mollusks, crabs and barnacles (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-S-Bottom-3,ERE,S,NA,Bottom,31.258831,-116.401248,3,0.383333333,Semicossyphus pulcher,10,1,0.0289,3,3.6,NA,91,317,2013,Actinopteri,Eupercaria/misc,Labridae,Semicossyphus,23,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
2013-ERE-S-Midwater-1,ERE,S,NA,Midwater,31.258831,-116.401248,1,0.366666667,Oxyjulis californica,15,2,NA,NA,3.1,NA,25,318,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,22,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ERE-S-Midwater-2,ERE,S,NA,Midwater,31.258831,-116.401248,2,0.55,Heterostichus rostratus,10,1,NA,NA,NA,NA,NA,319,2013,Actinopteri,Blenniiformes,Clinidae,Heterostichus,33.00000001,elongated,demersal,unknown,NA,commercial,NA,"Occurs in intertidal and to 40 m (Ref. 96339). Found among rocks with large seaweeds, often in kelp.  Young occur in schools while adults are solitary.  Feeds on small crustaceans, mollusks and small fishes.  Female attaches eggs to seaweeds, male guards them."
2013-ERE-S-Midwater-2,ERE,S,NA,Midwater,31.258831,-116.401248,2,0.55,Oxyjulis californica,15,6,NA,NA,3.1,NA,25,320,2013,Actinopteri,Eupercaria/misc,Labridae,Oxyjulis,33.00000001,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
2013-ERE-S-Midwater-2,ERE,S,NA,Midwater,31.258831,-116.401248,2,0.55,Paralabrax clathratus,20,1,0.00273,3.27,3.93,NA,72,321,2013,Actinopteri,Perciformes/Serranoidei,Serranidae,Paralabrax,33.00000001,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
2013-ERE-S-Midwater-3,ERE,S,NA,Midwater,31.258831,-116.401248,3,0.383333333,Brachyistius frenatus,10,1,NA,NA,NA,NA,NA,322,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Brachyistius,23,fusiform / normal,demersal,unknown,never/rarely,public aquariums,NA,"Found among giant kelp, usually up in kelp canopy.  Feed on small crustaceans, especially ones that live on kelp.  Also a cleaner which picks external parasites from other fishes.  Usually occur in large aggregations in summer (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205)."
2013-ERE-N-Bottom-0,ERE,N,NA,Bottom,31.258831,-116.401248,0,NA,Atherinops affinis,NA,1,NA,NA,NA,NA,NA,323,2013,Actinopteri,Atheriniformes,Atherinopsidae,Atherinops,NA,elongated,pelagic-neritic,unknown,never/rarely,never/rarely,commercial,"Common in bays, muddy and rocky areas and kelp beds, also in estuaries (Ref. 36497).  Form schools.  Adults feed on zooplankton (Ref. 9273), while juveniles feed on algae and kelp fly larvae (Ref. 4930).  Demersal spawner in nearshore habitats (Ref. 56049).  Oviparous, with planktonic, primarily neustonic larvae (Ref. 36497).  Eggs are attached to spawning substrate and to one another by adhesive filaments (Ref. 36497)."
2013-ERE-N-Bottom-0,ERE,N,NA,Bottom,31.258831,-116.401248,0,NA,Hypsurus caryi,NA,1,NA,NA,NA,NA,NA,324,2013,Actinopteri,Ovalentaria/misc,Embiotocidae,Hypsurus,NA,short and / or deep,demersal,unknown,NA,NA,NA,"Adults occur in rocky shores, often at edges of kelp beds, occasionally over sand but not in surf (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).  Caught mostly by rocky shore fishermen.  Aggregates in the fall."
